"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"GAS5",0,-0.248431706425954,0.78,0.745,0
"GATD3B",0,-0.185342936553979,0.128,0.212,0
"GBP2",0,-0.44260185431762,0.695,0.725,0
"GBP5",0,-0.348527323063904,0.674,0.699,0
"GET3",0,-0.325430001680299,0.435,0.511,0
"GGA1",0,-0.265012816344944,0.221,0.303,0
"GIMAP1",0,-0.367796401648287,0.395,0.487,0
"GIMAP2",0,-0.259030961831408,0.383,0.453,0
"GIMAP4",0,-0.338130432498517,0.631,0.64,0
"GIMAP5",0,-0.494251627992283,0.602,0.663,0
"GIMAP6",0,-0.311402493237143,0.346,0.427,0
"GIMAP7",0,-0.393876801436786,0.803,0.772,0
"GIMAP8",0,-0.214640354667544,0.195,0.256,0
"GINS2",0,-0.240131958877246,0.419,0.387,0
"GLG1",0,-0.276109428819049,0.624,0.627,0
"GMFG",0,-0.327510218980915,0.918,0.888,0
"GNAI2",0,-0.489374251862716,0.917,0.899,0
"GNG2",0,-0.313501704225472,0.653,0.667,0
"GNLY",0,-0.948571193146324,0.215,0.312,0
"GOLGA3",0,-0.237554006632201,0.358,0.406,0
"GOPC",0,-0.166161735769464,0.505,0.461,0
"GPKOW",0,-0.256006260782716,0.322,0.362,0
"GPR137",0,-0.159823890890231,0.13,0.204,0
"GPSM3",0,-0.427348029735729,0.626,0.688,0
"GPX4",0,-0.449554115070769,0.748,0.737,0
"GRAMD1B",0,-0.355060086442949,0.218,0.304,0
"GRAP2",0,-0.350194962019871,0.688,0.717,0
"GRHPR",0,-0.311938342284566,0.512,0.506,0
"GRK2",0,-0.340861184223372,0.718,0.741,0
"GSDMD",0,-0.272674948445937,0.484,0.533,0
"GSS",0,-0.235168612311375,0.279,0.327,0
"GSTK1",0,-0.215082242477938,0.83,0.785,0
"GSTP1",0,-0.332833564669324,0.85,0.814,0
"GUK1",0,-0.342489966420347,0.797,0.775,0
"GUSB",0,-0.23507267896913,0.316,0.378,0
"GYPC",0,-0.547256433918149,0.721,0.762,0
"GZMA",0,-0.593377526416092,0.627,0.592,0
"GZMM",0,-0.215476475490858,0.338,0.375,0
"H2AFJ",0,-0.349484244424376,0.477,0.543,0
"H2AFV",0,-0.231811619711987,0.88,0.83,0
"H3F3A",0,-0.357780176503453,0.936,0.902,0
"H3F3B",0,-0.170588825411912,0.929,0.877,0
"HADHA",0,-0.332745229024865,0.748,0.739,0
"HCLS1",0,-0.33130515484683,0.809,0.802,0
"HCST",0,-0.451338792963843,0.774,0.753,0
"HDAC5",0,-0.143755190058778,0.083,0.146,0
"HDAC7",0,-0.290272900296473,0.354,0.42,0
"HDDC3",0,-0.230608840803181,0.323,0.365,0
"HECTD4",0,-0.302905079097066,0.192,0.309,0
"HERC1",0,-0.261964766253186,0.309,0.372,0
"HFM1",0,-0.40145196104183,0.075,0.255,0
"HGS",0,-0.199388300708338,0.19,0.264,0
"HIF1A",0,-0.255344483546235,0.46,0.495,0
"HIF1A-AS3",0,-0.170187512910434,0.087,0.162,0
"HIGD2A",0,-0.355812927187387,0.745,0.739,0
"HINT1",0,-0.198449821024753,0.929,0.878,0
"HINT2",0,-0.284865793380129,0.573,0.569,0
"HIRIP3",0,-0.12776533471397,0.518,0.451,0
"HIST1H1C",0,-0.545880568840474,0.544,0.582,0
"HIST1H2AB",0,-0.264617177039374,0.114,0.15,0
"HIST1H2AE",0,-0.307757870042203,0.13,0.174,0
"HIST1H2AG",0,-0.293633730371153,0.234,0.23,0
"HIST1H2AL",0,-0.265755775858664,0.251,0.214,0
"HIST1H3B",0,-0.47463897679754,0.307,0.278,0
"HIST1H3D",0,-0.540574220833624,0.261,0.286,0
"HIST2H2AC",0,-0.557782349188307,0.395,0.43,0
"HIVEP2",0,-0.328156242478988,0.278,0.361,0
"HLA-A",0,-0.108623126060434,0.991,0.96,0
"HLA-B",0,-0.385012357471529,0.991,0.967,0
"HLA-C",0,-0.271608274972579,0.973,0.924,0
"HLA-DRB1",0,-0.253315856018763,0.75,0.668,0
"HLA-DRB5",0,-0.00882397558606041,0.603,0.483,0
"HLA-E",0,-0.535535919186535,0.941,0.909,0
"HLA-F",0,-0.604634329386772,0.7,0.748,0
"HM13",0,-0.33589717807448,0.709,0.705,0
"HMGA1P4",0,-0.16782768794285,0.073,0.143,0
"HMOX2",0,-0.329102338319578,0.627,0.655,0
"HNRNPA0",0,-0.287598696617007,0.539,0.572,0
"HNRNPA1",0,-0.437423441347276,0.93,0.901,0
"HNRNPA1L2",0,-0.293406075329168,0.118,0.265,0
"HNRNPA1P48",0,-0.481618709175345,0.494,0.582,0
"HNRNPUL2",0,-0.274804268987633,0.62,0.622,0
"HOOK2",0,-0.266115230964481,0.162,0.273,0
"HOPX",0,-0.367187120435001,0.425,0.432,0
"HP1BP3",0,-0.33829858279732,0.609,0.619,0
"HSP90AA1",0,0.523622795160415,0.964,0.916,0
"HSP90AB1",0,0.596491095498043,0.926,0.875,0
"HSP90B1",0,0.554254925834794,0.82,0.675,0
"HSPH1",0,0.354829335537013,0.532,0.41,0
"HTRA2",0,-0.26899213557166,0.331,0.381,0
"ICAM3",0,-0.398059573877902,0.616,0.669,0
"IDH2",0,-0.418398104184069,0.769,0.765,0
"IER2",0,-0.399788008103259,0.551,0.604,0
"IFI27",0,0.600999348631187,0.117,0.027,0
"IFI27L1",0,-0.26119776456088,0.4,0.421,0
"IFITM2",0,-0.772493340812345,0.806,0.85,0
"IGF2R",0,-0.231996672777162,0.445,0.472,0
"IGFLR1",0,-0.412330187262772,0.373,0.471,0
"IGHG2",0,-0.0494716753493948,0.006,0.037,0
"IGHM",0,-0.366164949644516,0.124,0.266,0
"IGKC",0,-0.465044257623577,0.213,0.375,0
"IGLC1",0,-0.119187056943385,0.035,0.1,0
"IGLC2",0,-0.166156998674559,0.072,0.159,0
"IKBKB",0,-0.251662599773531,0.226,0.307,0
"IKBKE",0,-0.313284812416398,0.264,0.362,0
"IKZF1",0,-0.319735222166262,0.77,0.754,0
"IL12RB1",0,-0.218812040877179,0.329,0.387,0
"IL12RB2",0,-0.310477194874261,0.144,0.238,0
"IL16",0,-0.503848479961585,0.536,0.638,0
"IL21R",0,-0.235169015158047,0.136,0.219,0
"IL27RA",0,-0.253154298807254,0.362,0.424,0
"IL2RG",0,-0.38775492459414,0.942,0.896,0
"IL32",0,-0.303650336855436,0.994,0.985,0
"IL4I1",0,-0.292862274970285,0.093,0.179,0
"IL7R",0,-0.540431276671279,0.395,0.486,0
"ING4",0,-0.194001144958804,0.172,0.227,0
"INKA2",0,-0.199120540965245,0.134,0.224,0
"INPP4A",0,-0.423162636551051,0.448,0.518,0
"INPP5D",0,-0.47064734526507,0.508,0.572,0
"INPP5K",0,-0.225162017160263,0.256,0.328,0
"INTS6-AS1",0,-0.188122007419537,0.107,0.214,0
"IP6K1",0,-0.225863319794983,0.205,0.286,0
"IP6K2",0,-0.256976023827748,0.353,0.422,0
"IQCG",0,-0.268181091226388,0.296,0.407,0
"IQGAP2",0,0.131626072351667,0.777,0.661,0
"IQSEC1",0,-0.233299998129729,0.368,0.406,0
"IRF3",0,-0.212298691907333,0.359,0.424,0
"ISG20",0,-0.311724149865757,0.635,0.65,0
"ITCH",0,-0.306917793998795,0.535,0.587,0
"ITGAL",0,-0.727196439239223,0.774,0.807,0
"ITGB1",0,0.205844455143207,0.633,0.499,0
"ITGB2",0,-0.238581310365044,0.763,0.733,0
"ITGB7",0,-0.434268734358369,0.789,0.766,0
"ITK",0,-0.271316477153117,0.359,0.419,0
"ITM2A",0,-0.357699047633391,0.615,0.617,0
"ITM2B",0,-0.137142367303815,0.804,0.739,0
"ITM2C",0,-0.244029257881672,0.589,0.547,0
"ITPK1",0,-0.256828643532159,0.358,0.398,0
"ITPKB",0,-0.296345593003789,0.19,0.29,0
"JAK3",0,-0.482830416073325,0.411,0.521,0
"JAML",0,-0.355059537546986,0.664,0.68,0
"JARID2",0,-0.366703094005407,0.329,0.415,0
"JOSD2",0,-0.213111753958037,0.299,0.371,0
"KANSL1",0,-0.337220281994882,0.301,0.401,0
"KCNN4",0,-0.251608647755542,0.128,0.192,0
"KDM2A",0,-0.410823082162998,0.415,0.509,0
"KDM2B",0,-0.290107482643146,0.248,0.34,0
"KDM4B",0,-0.305263414555341,0.171,0.276,0
"KDM4C",0,-0.312598695542387,0.186,0.309,0
"KIF20B",0,0.299465393145709,0.463,0.327,0
"KIZ-AS1",0,-0.724031412879338,0.621,0.748,0
"KLC1",0,-0.366990885455963,0.419,0.503,0
"KLF13",0,-0.234444357656016,0.536,0.557,0
"KLF2",0,0.329264142715284,0.668,0.517,0
"KLF6",0,-0.2893538148491,0.574,0.584,0
"KLHL22",0,-0.317625516754605,0.196,0.305,0
"KMT2D",0,-0.211880736403566,0.222,0.305,0
"KRI1",0,-0.328088250373308,0.285,0.383,0
"KRT7",0,-0.388976773382191,0.05,0.104,0
"KRTCAP2",0,-0.0710881472473615,0.823,0.747,0
"KSR1",0,-0.177623392511425,0.081,0.16,0
"KTN1",0,0.300837411583882,0.742,0.612,0
"LAMTOR2",0,-0.248380459288935,0.657,0.647,0
"LAMTOR4",0,-0.255468190355063,0.753,0.74,0
"LAPTM5",0,-0.434683927965723,0.849,0.838,0
"LAT",0,-0.367706996940091,0.784,0.763,0
"LBH",0,-0.365431893897816,0.57,0.6,0
"LCK",0,-0.463464203069975,0.933,0.919,0
"LCP1",0,-0.316753888108726,0.937,0.921,0
"LEF1-AS1",0,-0.712777378507515,0.182,0.278,0
"LIG1",0,-0.224651346905928,0.436,0.42,0
"LIMD2",0,-0.4845006292026,0.863,0.863,0
"LIME1",0,-0.306518006346413,0.65,0.626,0
"LINC00106",0,-0.114256239231763,0.03,0.08,0
"LINC00174",0,-0.215244319982942,0.091,0.197,0
"LINC00299",0,-0.238141402878051,0.102,0.178,0
"LINC00513",0,-0.32059220082163,0.094,0.186,0
"LINC00623",0,-0.422378751061561,0.43,0.542,0
"LINC01004",0,-0.177605025989388,0.068,0.138,0
"LINC01138",0,-0.201758056183884,0.105,0.194,0
"LINC01500",0,-0.237063539876531,0.139,0.273,0
"LINC02537",0,-0.0341023113651774,0,0.024,0
"LIPE-AS1",0,-0.215043428840638,0.122,0.2,0
"LMNB1",0,-0.31420435224076,0.513,0.525,0
"LMO4",0,-0.242043590767196,0.519,0.488,0
"LRBA",0,-0.32472568953892,0.313,0.403,0
"LRCH3",0,-0.250313063992782,0.264,0.344,0
"LSM4",0,-0.269574228168209,0.728,0.697,0
"LSP1",0,-0.535772349910682,0.901,0.895,0
"LYPLA2",0,-0.222302134543117,0.342,0.41,0
"LYST",0,-0.321937963397097,0.239,0.325,0
"MACF1",0,-0.383780625249939,0.666,0.655,0
"MAF1",0,-0.254627032972353,0.494,0.535,0
"MAMDC2",0,-0.652631493807089,0.301,0.542,0
"MAML2",0,-0.393673110784743,0.166,0.271,0
"MAN1B1",0,-0.236702268059483,0.202,0.28,0
"MAP2K1",0,-0.252208398131264,0.328,0.41,0
"MAP2K7",0,-0.337167182503201,0.346,0.408,0
"MAP3K14",0,-0.363299568545021,0.213,0.322,0
"MAP3K3",0,-0.262484721080128,0.272,0.336,0
"MAP4K2",0,-0.274898910670048,0.423,0.456,0
"MAPK8IP3",0,-0.308681859297843,0.116,0.222,0
"MARK2",0,-0.248269985012908,0.394,0.454,0
"MARK3",0,-0.29412296809466,0.375,0.437,0
"MARK4",0,-0.22589136969994,0.19,0.271,0
"MAST3",0,-0.274290179519047,0.276,0.338,0
"MAT2B",0,-0.188475756148571,0.615,0.601,0
"MAVS",0,-0.211336635394778,0.411,0.422,0
"MAZ",0,-0.368622346106461,0.769,0.757,0
"MBP",0,-0.280323010291062,0.687,0.709,0
"MCL1",0,-0.259243329206339,0.732,0.718,0
"MCM3AP",0,-0.240053009765413,0.339,0.383,0
"MCM5",0,-0.295516698255522,0.544,0.51,0
"MCRIP1",0,-0.215120126735062,0.317,0.373,0
"MCUB",0,-0.242465109363073,0.711,0.705,0
"MEAK7",0,-0.318005767919666,0.158,0.245,0
"MECOM",0,-0.433228565024065,0.247,0.433,0
"MED15",0,-0.33042470104452,0.39,0.493,0
"MEF2D",0,-0.20422681360159,0.241,0.312,0
"MGAT4A",0,-0.272759339845885,0.428,0.478,0
"MGAT4B",0,-0.203729929707747,0.305,0.336,0
"MGMT",0,-0.273557814862281,0.399,0.45,0
"MGRN1",0,-0.227459107634252,0.151,0.245,0
"MICAL1",0,-0.202928200959614,0.181,0.271,0
"MICOS10",0,-0.266859497744058,0.859,0.828,0
"MICOS13",0,-0.277012920025701,0.573,0.583,0
"MINK1",0,-0.220267864413914,0.231,0.303,0
"MIR4435-2HG",0,-0.363478702317139,0.516,0.556,0
"MIR924HG",0,-0.179728317352821,0.085,0.187,0
"MMP24OS",0,-0.261253425540418,0.335,0.414,0
"MMP25-AS1",0,-0.300516506050613,0.205,0.303,0
"MOB2",0,-0.240799102789484,0.313,0.366,0
"MORF4L1",0,-0.202629366935261,0.81,0.768,0
"MPHOSPH9",0,-0.251095951227226,0.267,0.333,0
"MPRIP",0,-0.312984415967992,0.536,0.59,0
"MROH1",0,-0.157746867883563,0.104,0.176,0
"MRPL10",0,-0.237045631612476,0.382,0.434,0
"MRPL14",0,-0.2829699625303,0.503,0.542,0
"MRPL27",0,-0.235328379362284,0.566,0.549,0
"MRPL28",0,-0.327187278385803,0.637,0.635,0
"MRPL41",0,-0.295332297725872,0.705,0.7,0
"MRPL53",0,-0.199325195637951,0.653,0.618,0
"MRPL54",0,-0.323617856786882,0.608,0.624,0
"MRPL57",0,-0.269917574094887,0.645,0.633,0
"MRPS11",0,-0.307444406781017,0.522,0.546,0
"MRPS24",0,-0.383362196585883,0.638,0.65,0
"MRPS34",0,-0.342895908066618,0.733,0.713,0
"MRTFA",0,-0.302162347329255,0.258,0.357,0
"MS4A1",0,-0.0908390048199169,0.033,0.09,0
"MSI2",0,-0.37678846631618,0.417,0.488,0
"MT-ATP6",0,2.42135004478078,0.656,0.241,0
"MT-ATP8",0,0.770847731968288,0.332,0.057,0
"MT-CO1",0,2.75704508307024,0.747,0.389,0
"MT-CO2",0,2.87102037194766,0.785,0.458,0
"MT-CO3",0,2.94961603155946,0.692,0.266,0
"MT-CYB",0,2.56478304033578,0.662,0.245,0
"MT-ND1",0,1.93202587497876,0.587,0.193,0
"MT-ND2",0,2.22030118082028,0.606,0.201,0
"MT-ND3",0,2.23047718268955,0.582,0.116,0
"MT-ND4",0,2.61461560111339,0.721,0.332,0
"MT-ND4L",0,0.583894888772938,0.279,0.06,0
"MT-ND5",0,1.26566631258803,0.489,0.152,0
"MT-ND6",0,0.414815084262466,0.187,0.03,0
"MT1E",0,-0.382094345151666,0.681,0.644,0
"MT2A",0,-0.845471932266904,0.846,0.86,0
"MTA2",0,-0.232657100869431,0.417,0.454,0
"MTG1",0,-0.302237110078122,0.301,0.385,0
"MTRNR2L12",0,0.284420548527352,0.184,0.052,0
"MTUS2",0,-0.103285400548956,0.031,0.093,0
"MXD4",0,-0.251338931956263,0.312,0.343,0
"MYH11",0,-0.23242394875196,0.125,0.194,0
"MYH9",0,-0.313348372390609,0.876,0.869,0
"MYL12A",0,-0.227191233593411,0.934,0.874,0
"MYL12B",0,-0.248015757754075,0.904,0.842,0
"MYL6B",0,-0.339969828249852,0.471,0.51,0
"MYO1F",0,-0.376390689103161,0.652,0.659,0
"MYO1G",0,-0.325141340022596,0.716,0.73,0
"MYO9B",0,-0.543130720267949,0.431,0.535,0
"MZT2A",0,-0.464094437789533,0.859,0.836,0
"MZT2B",0,-0.410254829584822,0.86,0.832,0
"NAA38",0,-0.297797224870469,0.784,0.741,0
"NACA2",0,-0.373058729306406,0.268,0.425,0
"NADSYN1",0,-0.220309453105016,0.29,0.355,0
"NAGK",0,-0.226477440519756,0.342,0.398,0
"NAP1L4",0,-0.324141502822629,0.8,0.796,0
"NBEAL1",0,-0.695270371014141,0.541,0.702,0
"NCALD",0,-0.328632363097582,0.194,0.282,0
"NCAPH2",0,-0.232826782655967,0.369,0.369,0
"NCBP2AS2",0,-0.246711755568923,0.286,0.343,0
"NCF4",0,-0.205075382734566,0.536,0.482,0
"NCK2",0,-0.298940663018997,0.247,0.344,0
"NCOA3",0,-0.357333851206638,0.398,0.489,0
"NCOR2",0,-0.258466786301147,0.266,0.341,0
"NDE1",0,-0.33961659103106,0.313,0.4,0
"NDUFA1",0,-0.0607182385427087,0.882,0.81,0
"NDUFA10",0,-0.30677681795475,0.537,0.59,0
"NDUFA11",0,-0.299387896364755,0.792,0.767,0
"NDUFA12",0,0.196519451542166,0.834,0.726,0
"NDUFA13",0,-0.530748582758218,0.88,0.86,0
"NDUFA2",0,-0.301923646215608,0.727,0.716,0
"NDUFA4",0,-0.313003285918138,0.839,0.793,0
"NDUFAF3",0,-0.24172787563711,0.599,0.59,0
"NDUFB1",0,-0.09463144718696,0.838,0.769,0
"NDUFB10",0,-0.330545214858401,0.842,0.793,0
"NDUFB11",0,-0.354346232884148,0.804,0.774,0
"NDUFB3",0,-0.0929074638834677,0.746,0.671,0
"NDUFB4",0,-0.303728333569987,0.77,0.734,0
"NDUFB7",0,-0.216200903316785,0.644,0.626,0
"NDUFB8",0,-0.192774823500215,0.852,0.796,0
"NDUFB9",0,-0.255288553816601,0.854,0.812,0
"NDUFS7",0,-0.330315924505082,0.694,0.684,0
"NDUFS8",0,-0.283671057359316,0.68,0.671,0
"NDUFV1",0,-0.2900673215772,0.598,0.611,0
"NECAP2",0,-0.228223208783485,0.423,0.48,0
"NEDD8",0,-0.191814539427856,0.88,0.824,0
"NELFE",0,-0.254314547782553,0.445,0.466,0
"NELL2",0,-0.262675165205947,0.098,0.175,0
"NENF",0,-0.171129437323713,0.549,0.498,0
"NFATC3",0,-0.301609742349406,0.733,0.72,0
"NFIC",0,-0.198913480003748,0.172,0.234,0
"NFKB1",0,-0.337688005894787,0.486,0.551,0
"NFKB2",0,-0.571573891649477,0.215,0.352,0
"NFKBIA",0,-0.563880856213752,0.389,0.479,0
"NHSL2",0,-0.462042970536542,0.267,0.475,0
"NINJ1",0,-0.360384653100232,0.241,0.304,0
"NISCH",0,-0.191985594286886,0.184,0.242,0
"NKG7",0,-0.29882628903738,0.715,0.63,0
"NKIRAS1",0,-0.208660326994859,0.287,0.37,0
"NLRC5",0,-0.518740991488526,0.347,0.479,0
"NOL4L",0,-0.18737707985453,0.103,0.175,0
"NOP10",0,-0.201697775303668,0.838,0.782,0
"NOP53",0,-0.69753988340788,0.84,0.839,0
"NOSIP",0,-0.438124963994544,0.673,0.698,0
"NPLOC4",0,-0.275568328501488,0.338,0.391,0
"NQO1",0,0.295711453774121,0.51,0.389,0
"NSD2",0,-0.337028120503086,0.519,0.519,0
"NSMCE1",0,-0.319579770715841,0.528,0.586,0
"NT5C",0,-0.311641591456187,0.456,0.498,0
"NUCB1",0,-0.248505307663371,0.572,0.601,0
"NUCB1-AS1",0,-0.169710920625884,0.068,0.135,0
"NUDT1",0,-0.365337673713339,0.654,0.614,0
"NUP210",0,-0.241246648058016,0.513,0.529,0
"OAZ1",0,-0.257277589612537,0.945,0.906,0
"OCIAD2",0,-0.222124295575396,0.758,0.723,0
"OGA",0,-0.280446828958481,0.41,0.466,0
"OGFR",0,-0.246164147700989,0.452,0.494,0
"OGT",0,-0.256779715546361,0.275,0.356,0
"OOEP",0,-0.775645537480148,0.74,0.799,0
"OPRM1",0,-0.244463797319013,0.107,0.19,0
"OPTN",0,-0.328689181283026,0.702,0.708,0
"ORAI2",0,-0.460123493061335,0.531,0.566,0
"OS9",0,-0.265050266929709,0.428,0.473,0
"OST4",0,-0.258397708261317,0.889,0.828,0
"OSTF1",0,-0.20058348119541,0.773,0.724,0
"OXA1L",0,-0.206611692931896,0.605,0.606,0
"OXNAD1",0,-0.330998428020044,0.355,0.45,0
"P2RY8",0,-0.499642106813951,0.566,0.605,0
"PACS1",0,-0.444594717371987,0.547,0.616,0
"PAG1",0,-0.265403718210599,0.566,0.568,0
"PAIP2",0,-0.214020877464915,0.638,0.638,0
"PAQR4",0,-0.255992140651624,0.239,0.244,0
"PARK7",0,-0.242184837845381,0.869,0.829,0
"PARP4",0,-0.249310777495511,0.356,0.413,0
"PARVG",0,-0.262289340958118,0.402,0.468,0
"PASK",0,-0.219606575043536,0.153,0.213,0
"PAX5",0,-0.0897650368937869,0.021,0.077,0
"PAXX",0,-0.342503583208055,0.544,0.581,0
"PBX4",0,-0.275625403786666,0.118,0.224,0
"PBXIP1",0,-0.341882807009663,0.535,0.571,0
"PCBP1",0,0.223650614058358,0.879,0.797,0
"PCED1B",0,-0.411954577938603,0.475,0.583,0
"PCED1B-AS1",0,-0.476515239286667,0.79,0.783,0
"PCNA",0,0.239195206594741,0.723,0.604,0
"PCNT",0,-0.236275767527123,0.319,0.345,0
"PCNX2",0,-0.463366090031363,0.478,0.621,0
"PCOLCE2",0,-0.143842823143279,0.063,0.146,0
"PDCD4",0,-0.379839703245606,0.558,0.623,0
"PDE3B",0,-0.464066725616473,0.337,0.438,0
"PDE7A",0,-0.393339322583278,0.293,0.381,0
"PDLIM2",0,-0.215561184623567,0.255,0.323,0
"PDXDC1",0,-0.247056121027854,0.258,0.344,0
"PDZD2",0,-0.305311607510156,0.188,0.343,0
"PET100",0,-0.290306677708871,0.841,0.79,0
"PEX16",0,-0.188381121622826,0.263,0.33,0
"PFDN5",0,-0.501850658102123,0.903,0.868,0
"PFDN6",0,-0.370033586317561,0.493,0.527,0
"PFKFB3",0,-0.303654570290521,0.217,0.307,0
"PFKL",0,-0.336966025293906,0.558,0.573,0
"PGGHG",0,-0.330959946021903,0.055,0.149,0
"PGK1",0,-0.241606799134839,0.858,0.804,0
"PGLS",0,-0.236295085748894,0.521,0.559,0
"PGS1",0,-0.187790965425585,0.147,0.225,0
"PHF20",0,-0.259869938127543,0.395,0.458,0
"PHYKPL",0,-0.349063221411272,0.251,0.374,0
"PI4KA",0,-0.316145915158229,0.302,0.4,0
"PIK3CD",0,-0.511427121529312,0.565,0.665,0
"PIK3CD-AS2",0,-0.202318844424649,0.069,0.138,0
"PIK3IP1",0,-0.329669181412562,0.26,0.337,0
"PIK3R5",0,-0.287020542940694,0.263,0.341,0
"PILRB",0,-0.316404509957764,0.135,0.234,0
"PIN1",0,-0.306716052869099,0.608,0.62,0
"PIN4",0,-0.328487254842964,0.634,0.703,0
"PIP4K2A",0,-0.306460822287898,0.588,0.598,0
"PIP5K1A",0,-0.264387941573784,0.209,0.304,0
"PITPNC1",0,-0.539982643296731,0.337,0.488,0
"PITPNM1",0,-0.213686100060747,0.293,0.339,0
"PKM",0,-0.429766126975083,0.87,0.866,0
"PKN1",0,-0.276396700541241,0.422,0.484,0
"PLAAT4",0,-0.473023870246881,0.55,0.612,0
"PLCG1",0,-0.316054558940518,0.274,0.375,0
"PLCG2",0,-1.0766649966282,0.259,0.461,0
"PLEKHA7",0,-0.66047877725104,0.631,0.733,0
"PLPP3",0,-0.495357933572486,0.478,0.582,0
"PMF1",0,-0.480774331904714,0.525,0.576,0
"PMVK",0,-0.441788900463701,0.613,0.613,0
"PNKD",0,-0.307708220566474,0.566,0.587,0
"PNKP",0,-0.177666825618671,0.163,0.237,0
"PNPLA2",0,-0.357074779405346,0.391,0.488,0
"POLD4",0,-0.364293962440378,0.55,0.609,0
"POLR2G",0,-0.28540936869026,0.662,0.658,0
"POLR2J3",0,-0.228521645526723,0.081,0.181,0
"POLR2L",0,-0.296570145863362,0.881,0.833,0
"PPCDC",0,-0.260574857854767,0.261,0.321,0
"PPIB",0,-0.245529205337888,0.904,0.848,0
"PPIL2",0,-0.213020862041766,0.238,0.311,0
"PPM1B",0,-0.236842515586054,0.295,0.366,0
"PPP1R12C",0,-0.583886496501932,0.544,0.569,0
"PPP1R16B",0,-0.433640963679378,0.294,0.43,0
"PPP1R7",0,-0.304000357741386,0.629,0.644,0
"PPP3CC",0,-0.341986732164019,0.348,0.477,0
"PPP5C",0,-0.347158832414685,0.369,0.434,0
"PPP6R2",0,-0.401861463524357,0.371,0.475,0
"PRDM2",0,-0.279460918858615,0.363,0.418,0
"PRDX2",0,-0.201289116918829,0.768,0.726,0
"PREX1",0,-0.283926168753942,0.537,0.549,0
"PRF1",0,-0.277515278368479,0.364,0.371,0
"PRKAR1B",0,-0.250544561997249,0.24,0.306,0
"PRKCA",0,-0.540637621870236,0.303,0.433,0
"PRKCB",0,-0.333750314315275,0.495,0.539,0
"PRKCH",0,-0.487901021312309,0.634,0.694,0
"PRKCQ",0,-0.462783030707209,0.447,0.545,0
"PRKCSH",0,-0.273494980413415,0.519,0.556,0
"PRKD2",0,-0.286087134888737,0.326,0.404,0
"PRKY",0,-0.0501621599304465,0.002,0.026,0
"PRMT2",0,-0.293056612447829,0.656,0.677,0
"PRPF19",0,-0.443455349799813,0.432,0.482,0
"PRPF8",0,-0.351192738337151,0.601,0.629,0
"PRRC2A",0,-0.297812544727729,0.331,0.414,0
"PRRC2B",0,-0.425949994675816,0.521,0.588,0
"PSAP",0,-0.289567698766625,0.663,0.686,0
"PSD4",0,-0.459932473375278,0.55,0.624,0
"PSENEN",0,-0.22490855602049,0.497,0.523,0
"PSMA4",0,0.218227407296894,0.824,0.718,0
"PSMB10",0,-0.457545490943178,0.786,0.789,0
"PSMB6",0,-0.249603514460958,0.746,0.712,0
"PSMB7",0,-0.265435310177899,0.753,0.731,0
"PSMB9",0,-0.253157116791266,0.901,0.869,0
"PSMC2",0,-0.282951074504581,0.594,0.605,0
"PSMC3",0,-0.28833321060944,0.663,0.645,0
"PSMC5",0,-0.366148081729687,0.768,0.745,0
"PSMD13",0,-0.263297630212091,0.654,0.652,0
"PSMD8",0,-0.228753095730042,0.758,0.725,0
"PSMD9",0,-0.245177096869687,0.727,0.692,0
"PSME1",0,-0.239977783783941,0.898,0.844,0
"PSTPIP1",0,-0.265854196291432,0.329,0.405,0
"PTK2B",0,-0.352238042561998,0.442,0.509,0
"PTPN6",0,-0.361860796580342,0.616,0.63,0
"PTPN7",0,-0.431305825906588,0.549,0.594,0
"PTPRC",0,0.215103778741907,0.944,0.859,0
"PTPRCAP",0,0.0416372320502179,0.738,0.467,0
"PTPRJ",0,-0.477786279275992,0.393,0.484,0
"PTRHD1",0,-0.220247040456058,0.442,0.479,0
"PTTG1",0,-0.164854921979333,0.674,0.605,0
"PUM2",0,-0.26072940884668,0.381,0.428,0
"PURA",0,-0.187094861565768,0.446,0.424,0
"PYCARD",0,-0.215077017837568,0.576,0.58,0
"QARS",0,-0.321828808110066,0.475,0.543,0
"R3HDM2",0,-0.297109984675619,0.319,0.39,0
"RAB11FIP3",0,-0.191348823217562,0.115,0.187,0
"RAB37",0,-0.284302775304245,0.467,0.494,0
"RAB43",0,-0.373895615065094,0.219,0.347,0
"RAB4B",0,-0.276380786564481,0.381,0.453,0
"RAB8B",0,-0.296644758598625,0.624,0.628,0
"RABAC1",0,-0.228240502758491,0.629,0.622,0
"RABL6",0,-0.227701878583106,0.599,0.579,0
"RAC1",0,0.0382137067331936,0.764,0.653,0
"RAC2",0,-0.417988913042121,0.946,0.917,0
"RACK1",0,-0.22635950121867,0.973,0.946,0
"RAD51B",0,-0.303286681487859,0.17,0.258,0
"RAD9A",0,-0.151362315409686,0.118,0.197,0
"RALBP1",0,-0.0436937314096524,0.724,0.634,0
"RALY",0,-0.399501829548285,0.814,0.809,0
"RAP1B",0,-0.255355817657344,0.78,0.77,0
"RAPGEF1",0,-0.533759758551612,0.503,0.598,0
"RASAL2",0,-0.211609603704774,0.169,0.218,0
"RASGEF1B",0,-0.366956978717511,0.944,0.948,0
"RASSF1",0,-0.262670768519473,0.33,0.399,0
"RASSF3",0,-0.288420417238907,0.332,0.401,0
